纶 B
綍 I
谋 O
猷 O
盛 O
, O
丹 O
青 O
步 O
武 O
亲 O
。 O

终 O
作 O
适 O
荆 O
蛮 O
, O
安 B
排 I
用 O
庄 O
叟 O
。 O

文 O
章 O
曹 O
植 O
波 O
澜 O
阔 O
, O
服 O
食 B
刘 I
安 O
德 O
业 O
尊 O
。 O

何 O
曾 O
见 O
天 O
上 O
, O
著 O
得 O
刘 B
安 I
宅 O
。 O

略 O
问 O
先 O
生 O
真 O
甲 O
子 O
, O
只 O
言 O
弟 O
子 O
是 O
刘 B
安 I
。 O

万 O
卷 O
仙 O
经 O
三 O
尺 O
琴 O
, O
刘 B
安 I
闻 O
说 O
是 O
知 O
音 O
。 O

安 B
陵 I
谁 I
辨 I
削 I
砺 I
功 I
, O
韩 O
国 O
讵 O
明 O
深 O
井 O
里 O
。 O

诛 O
吕 O
鬼 O
神 O
动 O
, O
安 B
刘 I
天 O
地 O
开 O
。 O

匡 O
衡 O
抗 O
疏 O
功 O
名 O
薄 O
, O
刘 B
向 I
传 I
经 I
心 O
事 O
违 O
。 O

儒 O
官 O
比 O
刘 B
向 I
, O
使 O
者 O
得 O
陈 O
农 O
。 O

若 O
问 O
旧 O
人 O
刘 B
子 O
政 O
, O
如 O
今 O
头 O
白 O
在 O
商 O
於 O
。 O

阁 O
上 O
掩 O
书 O
刘 B
向 I
去 O
, O
门 O
前 O
修 O
刺 O
孔 O
融 O
来 O
。 O

吕 O
安 B
兄 I
不 I
道 I
, I
都 I
市 I
杀 I
嵇 I
康 O
。 O

刘 B
玄 I
刮 I
席 I
, O
晋 O
惠 O
闻 O
蟆 O
。 O

刘 B
生 I
曾 O
任 O
侠 O
, O
张 O
率 O
自 O
能 O
文 O
。 O

安 B
石 I
泛 I
溟 I
渤 I
, O
独 O
啸 O
长 O
风 O
还 O
。 O
逸 O
韵 O
动 O
海 O
上 O
, O
高 O
情 O
出 O
人 O
间 O
。 O

蜀 O
主 O
思 O
孔 O
明 O
, O
晋 O
家 O
望 O
安 B
石 I
。 O

岑 O
公 O
相 O
门 O
子 O
, O
雅 O
望 O
归 O
安 B
石 I
。 O

小 O
隐 O
慕 O
安 B
石 I
, O
远 O
游 O
学 O
屈 O
平 O
。 O

雅 O
望 O
归 O
安 B
石 I
, O
深 O
知 O
在 O
叔 O
牙 O
。 O

孔 O
明 O
多 O
故 O
事 O
, O
安 B
石 I
竟 O
崇 O
班 O
。 O

安 B
石 I
名 O
高 O
晋 O
, O
昭 O
王 O
客 O
赴 O
燕 O
。 O

安 B
石 I
风 O
流 O
事 O
, O
须 O
归 O
问 O
省 O
郎 O
。 O

雅 O
论 O
承 O
安 B
石 I
, O
新 O
诗 O
与 O
惠 O
连 O
。 O

安 B
石 I
还 O
须 O
起 O
, O
泉 O
明 O
不 O
得 O
归 O
。 O

安 B
石 I
本 O
怀 O
经 O
济 O
意 O
, O
何 O
妨 O
一 O
起 O
为 O
苍 O
生 O
。 O

陆 B
机 I
二 I
十 I
作 I
文 I
赋 I
, O
汝 O
更 O
小 O
年 O
能 O
缀 O
文 O
。 O

陆 B
机 I
始 I
拟 I
夸 I
文 I
赋 I
, O
不 O
觉 O
云 O
间 O
有 O
士 O
龙 O
。 O

传 O
书 O
报 O
刘 B
尹 I
, O
何 O
事 O
忆 O
陶 O
家 O
。 O

不 O
辞 O
终 O
日 O
离 O
家 O
远 O
, O
应 O
为 O
刘 B
公 I
一 I
纸 I
书 I
。 O

累 O
相 O
承 O
安 B
世 I
, O
深 O
筹 O
协 O
子 O
房 O
。 O

新 O
从 O
刘 B
太 I
尉 I
, O
结 O
束 O
向 O
并 O
州 O
。 O

许 O
靖 O
犹 O
羁 O
宦 O
, O
安 B
仁 I
复 I
悼 I
亡 I
。 O

东 O
望 O
安 B
仁 I
省 I
, O
西 O
临 O
子 O
云 O
阁 O
。 O

高 O
阁 O
安 B
仁 I
省 I
, O
名 O
园 O
广 O
武 O
庐 O
。 O

宗 O
室 O
刘 B
中 I
垒 I
, O
文 O
场 O
谢 O
客 O
儿 O
。 O

匈 B
奴 I
遥 I
俯 I
伏 I
, O
汉 O
相 O
俨 O
簪 O
裾 O
。 O

官 O
信 O
安 B
仁 I
拙 I
, O
书 O
非 O
叔 O
夜 O
慵 O
。 O

公 O
吏 O
奉 O
纁 O
组 B
, I
安 I
车 O
去 O
茅 O
茨 O
。 O

想 O
就 O
安 B
车 I
召 O
, O
宁 O
期 O
负 O
矢 O
还 O
。 O

安 B
车 I
未 O
至 O
柴 O
关 O
外 O
, O
片 O
玉 O
已 O
藏 O
坟 O
土 O
新 O
。 O

洛 O
水 O
桥 O
边 O
雁 O
影 O
疏 O
, O
陆 B
机 I
兄 I
弟 I
驻 O
行 O
车 O
。 O

桀 O
犬 O
尚 O
吠 O
尧 O
, O
匈 B
奴 I
笑 I
千 I
秋 I
。 O

三 O
事 O
或 O
可 O
羞 O
, O
匈 B
奴 I
哂 I
千 I
秋 I
。 O

寄 O
言 O
飞 O
凫 B
舄 I
, O
岁 O
晏 O
同 O
联 O
翩 O
。 O

翟 O
回 O
车 O
少 O
别 O
, O
凫 B
化 I
舄 I
遥 O
驰 O
。 O

闻 O
道 O
飞 O
凫 B
向 O
洛 O
阳 O
, O
翩 O
翩 O
矫 O
翮 O
度 O
文 O
昌 O
。 O

金 O
溪 O
碧 O
水 O
玉 O
潭 O
沙 O
, O
凫 B
舄 I
翩 O
翩 O
弄 O
日 O
华 O
。 O

翔 O
凫 B
犹 O
化 O
履 O
, O
狎 O
雉 O
尚 O
驯 O
童 O
。 O

河 O
洛 O
风 O
烟 O
壮 O
市 O
朝 O
, O
送 O
君 O
飞 O
凫 B
去 O
渐 O
遥 O
。 O

别 O
后 O
相 O
思 O
在 O
何 O
处 O
, O
只 O
应 O
关 O
下 O
望 O
仙 O
凫 B
。 O

应 O
宰 O
凫 B
还 O
集 O
, O
辞 O
郎 O
雉 O
少 O
留 O
。 O

仙 O
凫 B
能 O
作 O
伴 O
, O
罗 O
袜 O
共 O
凌 O
波 O
。 O

犹 O
乘 O
飞 O
凫 B
舄 I
, O
尚 O
识 O
仙 O
人 O
面 O
。 O

凤 O
去 O
妆 O
楼 O
闭 O
, O
凫 B
飞 O
叶 O
县 O
遥 O
。 O

