贫 O
怜 O
范 O
叔 O
惟 O
尘 B
甑 I
， O
贵 O
识 O
王 O
祥 O
有 O
佩 O
刀 O
。 O

藻 O
掞 O
潘 O
江 O
彻 O
， O
尘 O
虚 O
范 B
甑 I
清 O
。 O

官 O
序 O
诜 O
枝 O
老 O
， O
幽 O
尘 O
范 B
甑 I
空 O
。 O

我 O
今 O
卜 O
居 O
迫 O
荒 O
村 O
， O
鹑 O
衣 O
鱼 B
釜 I
三 O
寒 O
暄 O
。 O

声 O
声 O
犹 O
得 O
到 O
君 O
耳 O
， O
不 O
见 O
千 O
秋 O
一 O
甑 B
尘 I
。 O

但 O
得 O
杯 O
中 O
渌 O
， O
从 O
生 O
甑 B
上 I
尘 I
。 O

笑 O
我 O
生 B
尘 I
甑 I
， O
惭 O
君 O
有 O
意 O
袍 O
。 O

携 O
得 O
醇 O
醪 O
幸 O
已 O
足 O
， O
不 O
妨 O
相 O
视 O
生 B
尘 I
甑 I
。 O

又 O
持 O
尘 B
生 I
甑 I
， O
欲 O
往 O
四 O
立 O
壁 O
。 O

金 O
龟 O
全 O
写 O
中 O
牟 O
印 O
， O
玉 O
鹄 O
当 O
变 O
莱 B
芜 I
釜 I
。 O

尘 O
满 O
莱 B
芜 I
甑 I
， O
堂 O
横 O
单 O
父 O
琴 O
。 O

空 O
釜 B
生 I
鱼 I
忍 O
贫 O
惯 O
， O
闲 O
门 O
罗 O
雀 O
与 O
秋 O
宜 O
。 O

门 O
堪 O
罗 O
雀 O
仍 O
未 O
害 O
， O
釜 B
欲 I
生 I
鱼 I
当 O
奈 O
何 O
。 O

不 O
学 O
腰 O
如 O
磬 O
， O
徒 O
使 O
甑 B
生 I
尘 I
。 O

宦 O
游 O
甑 B
生 I
尘 I
， O
菽 O
水 O
媚 O
翁 O
  O
媪 O
。 O

尚 O
愧 O
古 O
来 O
高 O
士 O
在 O
， O
杯 O
羹 O
无 O
糁 O
甑 B
生 I
尘 I
。 O

入 O
室 O
四 O
壁 O
空 O
， O
突 O
中 O
无 O
烟 O
甑 B
生 I
埃 I
。 O

草 O
合 O
门 O
无 O
径 O
， O
烟 O
消 O
甑 B
有 I
尘 I
。 O

尘 B
鱼 I
甑 I
釜 I
时 O
相 O
厄 O
， O
微 O
汝 O
谁 O
能 O
为 O
解 O
围 O
? O

尘 B
埃 I
常 I
满 I
甑 I
， O
钱 O
帛 O
少 O
盈 O
囊 O
。 O

羊 O
踏 O
寒 O
蔬 O
新 O
少 O
梦 O
， O
鱼 B
生 I
空 I
釜 I
久 O
谙 O
穷 O
。 O

谁 O
怜 O
相 O
逢 O
十 O
载 O
后 O
， O
釜 B
里 I
生 I
鱼 I
甑 I
生 I
尘 I
。 O

诗 O
书 O
半 O
蠹 O
绝 O
来 O
客 O
， O
釜 B
甑 I
生 I
尘 I
笑 O
冷 O
官 O
。 O

甑 B
有 I
轻 I
尘 I
釜 I
有 I
鱼 I
， O
汉 O
庭 O
日 O
日 O
召 O
严 O
徐 O
。 O

今 O
年 O
移 O
家 O
人 O
城 O
市 O
， O
甑 B
中 I
生 I
尘 I
釜 I
生 I
鱼 I
。 O

从 O
来 O
破 B
釜 I
跃 I
江 I
鱼 I
， O
只 O
有 O
清 O
诗 O
嘲 O
饭 O
颗 O
。 O

探 B
甑 I
不 I
凝 I
尘 I
， O
正 O
冠 O
还 O
避 O
李 O
。 O

试 O
呈 O
王 O
母 O
如 O
堪 O
唱 O
， O
发 O
遣 O
双 B
成 I
更 O
取 O
来 O
。 O

玄 O
圃 O
春 O
风 O
赐 O
宴 O
时 O
， O
双 B
成 I
独 O
奏 O
玉 O
参 O
差 O
。 O

梦 O
远 O
双 B
